,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
1711,SherryLMaher,,,99,607,96555,56,"A court has barred Russia from participating in world championships, including the Olympics, for two years. The court rejected a four-year ban, hoping to ""encourage the next generation of Russian athletes to participate in clean international sport."" https://t.co/w39TZOKBQz",[]
1712,TheBrewParty,"Grab a drink and join The Party! A sports podcast bringing you interviews, hot takes, & good laughs. hosted by: @AHop23",The Paign,195,167,1869,0,"This is awesome! Shout out to the kids in Paxton who invented their own sport and started their own “blonkball” league! 

https://t.co/9n5LuIcH07",[]
1713,DerekReeveSJC,So Cal Youth Sports Advocate,Southern California ,629,130,4197,2,"CIF and Southern Section release sport-by-sport safety guidelines, modifications for return to competition https://t.co/ej7ZeeuGyg",[]
1714,thepoot2012,"Support small businesses, https://t.co/2uw7wpqKPC, Love Kitties, Masks for Free, Quilt Maker, Fabric Collector, Love Cedar Key, Hug trees, Clean air",Florida,1871,1451,69661,56,"A court has barred Russia from participating in world championships, including the Olympics, for two years. The court rejected a four-year ban, hoping to ""encourage the next generation of Russian athletes to participate in clean international sport."" https://t.co/w39TZOKBQz",[]
1715,mladouce65,"Kinesiology division, Dalhousie University. My field of expertise is neurokinesiology (neurophysiology and biomechanics) and Sports Training. @BENLabDalhousie","Halifax, Nova Scotia",421,165,1313,9,"Women Curling Leaders’ Circle – a group of Canada’s dynamic female sport leaders, coaches and personnel – will provide five grants of up to $2,000 each to support new projects and ideas that attract women and girls to curling.

Learn all about it here ➡️ https://t.co/O8ZDAqfLO0 https://t.co/tjnYSgtCui",[]
1716,SteveFryer,Orange County Register/OC Varsity and Southern California News Group high school sports columnist and sportswriter.,"California, USA",760,15201,39808,2,"CIF and Southern Section release sport-by-sport safety guidelines, modifications for return to competition https://t.co/ej7ZeeuGyg",[]
1717,cineconteudo,"Cinema, Séries e Nerdices","São Paulo, Brasil",895,289,8805,1,"Marivaldo, torcedor do Sport, vence Fifa Fan Award 2020 https://t.co/oogywi6jG8 @UOLEsporte #PlacarUOL",['PlacarUOL']
1718,inside_synchro,"The ultimate coverage of artistic synchronized swimming with latest news, competition coverage, interviews, databases and more! Tweets by @Christina_M34",,160,514,1545,0,"The Court of Arbitration for Sport (CAS) has rejected Russia's appeal related to its four-year ban from any major sporting event handed by the World Anti-Doping Agency (WADA). It however reduced the ban to two years. 

https://t.co/8tCjEe8bTK",[]
1719,pryor_estee,"advocate for sexual abuse, friend, daughter, and proud Pit bull owner","Columbus, OH",204,37,75,19,"I understand people under investigation for any sexual offences towards children still have rights but I believe these do not include watching them watching children play !! 

David Lean: Who is watching your children play sport, do we re... https://t.co/6eRO8yUcYP https://t.co/gsht7HJkL5",[]
1720,Divya129,"a proud indian & mumbaikar,die hard fan of @msdhoni  and Indian cricket..Also a fan of Indian hockey team,love photography,nature-lover,guide against problems.",mumbai india,320,262,13550,3,"Pakistan fast bowler Mohammad Amir announced his retirement from international cricket at the age of 28 on Thursday, claiming he could no longer play in an atmosphere where he did not feel welcome in the national team. https://t.co/RjTJsb2HTU",[]
1721,ma_presse,"Communiqués de presse, publication des sources et coulisses de @Mediavenir | Nous soutenir : https://t.co/ZYpJCdhwiI | Backup : @Mediavenir_b",France,2,16872,4661,0,@Mediavenir Source locale nordiste https://t.co/UsR28CYnzZ,[]
1722,kartik_shah1,"#believer, #learner, #MSPartner #Bitscape RT/Likes not always endorsement 🙂",,251,546,1958,0,"#SportClips wanted to engage customers in ways their old software didn't support. Watch this video about @Microsoft #Surface devices creating a seamless experience in their 1,700 stores. Contact Bitscape to learn more. https://t.co/nnokked33U","['SportClips', 'Surface']"
1723,albertawhite1,"Dear Lord is that the time?.... Must be off ,, what what?",City of Culture,225,213,19984,0,"'It was an amazing feeling' Burnley actually involved in winning something....
https://t.co/28ocpY7eVz via @BBCSport",[]
1724,bitscapeinfo,"Bitscape, a leading award recipient Microsoft Gold Competency partner that focuses on client’s queries and delivers the best-in-class tech solutions & services.","Santa Fe Springs, CA",377,323,6694,0,"#SportClips wanted to engage customers in ways their old software didn't support. Watch this video about @Microsoft #Surface devices creating a seamless experience in their 1,700 stores. Contact Bitscape to learn more. https://t.co/iaZWNz7FMG","['SportClips', 'Surface']"
1725,famousgossip3,"Copyright:Dos criadores dos vídeos e fotos🎥📸
》Vidas Negras Importam👇🏾",,747,257,38745,26,"Marivaldo, torcedor do Sport, vence Fifa Fan Award 2020 https://t.co/oJHT4JGjNS",[]
1726,BusinessLiveSA,"The best of Business Day, Financial Mail, Business Times, RDM and more, plus live business, politics and markets news all day.",Johannesburg,504,28425,147360,0,Pirates turn focus to Confederation Cup tie https://t.co/Q3FnsjrBA3,[]
1727,collec_sport,"NY Giants, Eli Manning, Christmas Relic Cards, RJ Barrett,Kerry Collins,  Allan Houston,Celebrity Autos/Relics,95-99 inserts!THE RODNEY HAMPTON SUPER COLLECTOR!",,2664,9375,173816,2,"Big Blue Cardboard:Was it All An Illusion? 
Follow link to see my mail day from @ChasinTheGraph :
https://t.co/0cwS95wQ9S https://t.co/EQMcU7tVNF",[]
1728,Romaine55,🎾🤼‍♀️,Jamaica,912,4869,99411,0,UMaine Men’s Ice Hockey players and staff in quara... https://t.co/Ep9qqGB7TP #HockeyTwitter #hockey #IceHockey #sport,"['HockeyTwitter', 'hockey', 'IceHockey', 'sport']"
1729,ssonsal_0708,"⚽️손흥민, 토트넘, 백승호, 국대 합니다⚽️",,290,185,2309,1,'It was an amazing feeling' https://t.co/f64yEXMRMD,[]
1730,eileenvn,"Registered Veterinary Nurse.
RVN. Cert.SAN.",london,5000,3032,287136,16,Marcus Rashford's mother Melanie Maynard has said the Manchester United forward's motivation to ensure poor children do not go hungry came from his own experiences growing up when she struggled to put food on the table. https://t.co/Z53ldZ7Qzf,[]
1731,Chukikiofficial,".ACTIVIST.
.LOVER OF GOD.
.LIBRA.

I.G @chukikioffical
SNAPCHAT@ chukikiofficial",,619,336,10092,26,"Russia's ban from major international sporting events has been halved by the Court of Arbitration for Sport (CAS), but the country will still not be represented at next year's Olympics or the 2022 FIFA World Cup. https://t.co/pQhpXtjYf4",[]
1732,geraintx86,,,169,367,57244,25,"""This is a chance to... help drive a positive and diverse change for a sport which does require it across the world, not just in Britain."" 

Alice Dearing tells CNN about her quest to be the first Black female swimmer to represent Britain at the Olympics. https://t.co/HY4NzOe5uI",[]
1733,MatlhareCharity,I am.,"ÜT: -26.175016,28.050976",492,686,19382,26,"Russia's ban from major international sporting events has been halved by the Court of Arbitration for Sport (CAS), but the country will still not be represented at next year's Olympics or the 2022 FIFA World Cup. https://t.co/pQhpXtjYf4",[]
1734,Moh_Piva,"Inveja é doença, e eu te desejo melhoras..","São Paulo, Brasil",287,450,51256,26,"Marivaldo, torcedor do Sport, vence Fifa Fan Award 2020 https://t.co/oJHT4JGjNS",[]
1735,SergiyPasko,"Ambassador of Ukraine to Jordan (2010-19), UAE, Bahrаin, Qatar(2007-9). Посол України в Йорданії, ОАЕ, Бахрейні, Катарі.   Retweets do NOT imply endorsement",Kyiv  Київ,177,684,48201,26,"Russia's ban from major international sporting events has been halved by the Court of Arbitration for Sport (CAS), but the country will still not be represented at next year's Olympics or the 2022 FIFA World Cup. https://t.co/pQhpXtjYf4",[]
1736,startrekwhy,30 anos. pisciana👻,,495,241,31699,1,"Marivaldo, torcedor do Sport, vence Fifa Fan Award 2020 https://t.co/aiP0qWEqRB",[]
1737,Kashmir_Reader,"A English Daily Newspaper published from Srinagar, Jammu and Kashmir",Jammu And Kashmir,16,68920,92994,1,Sports Ministry formally recognises yogasana as competitive sport https://t.co/Tt53Pzzugg,[]
1738,Romaine55,🎾🤼‍♀️,Jamaica,912,4869,99411,0,The Premier League substitutions decision that wil... https://t.co/EybpY3Nbg9 #football #PremierLeague #sport #uefachampionsleague,"['football', 'PremierLeague', 'sport', 'uefachampionsleague']"
1739,winggirle,"Let's Do This?!? Life is just a 4-letter word, that last for 70-years if you are blessed enough to see it; make sure each moment is captured at its best.","Washington, DC",443,174,23661,0,"Well, this was an awesome read and big congrats tonyou @AgentRachelLuba.  Hopefully, you knock down the door of this male dominated sport representation. Here's to a bright future for you and @BauerOutage
https://t.co/WdtNQjHER3",[]
1740,TheCheckerFlag,"Independent motorsport news bringing you the latest from the world of motorsport #F1, #FormulaE, #WorldRX, #WEC, #BTCC, #WRC, #MotoGP and more since 2009","Cambridge, Cambridgeshire, UK",9196,19665,79727,1,"Earlier this week, the FIA World Motor Sport Council announced several regulation tweaks to the FIA World Rally Championship ahead of 2021. 
https://t.co/ikCyRbT6d5",[]
1741,marcodede,só uso isso aqui pra informações sobre Messi. não me sigam.,"Recife, PE, Brasil",485,521,16317,26,"Marivaldo, torcedor do Sport, vence Fifa Fan Award 2020 https://t.co/oJHT4JGjNS",[]
1742,almeidacm3,"Efeito colateral que o seu sistema fez. Racionais versículo 4, capítulo 3!!","Goiânia, Brazil",199,103,60181,25,"""This is a chance to... help drive a positive and diverse change for a sport which does require it across the world, not just in Britain."" 

Alice Dearing tells CNN about her quest to be the first Black female swimmer to represent Britain at the Olympics. https://t.co/HY4NzOe5uI",[]
1743,leonardo_arruda,"Casado com Graça, pai de Silvia e Julia, avô do Davi e do Romeu, Ex Presidente dp ABC FC e Assembleia Legislativa do RN, Secretário da Justiça e da Cidadania/RN","ÜT: -5.828936,-35.221096",6168,14129,63876,1,"Marivaldo, torcedor do Sport, vence Fifa Fan Award 2020 https://t.co/oogywi6jG8 @UOLEsporte #PlacarUOL",['PlacarUOL']
1744,MateusValgueiro,Web developer e falador de agua,"Recife, Brazil",488,164,5938,26,"Marivaldo, torcedor do Sport, vence Fifa Fan Award 2020 https://t.co/oJHT4JGjNS",[]
1745,GovSherazKhan,"Sharing my life as an autistic person on Twitter. Huge fan of the National Football League, and I take physical fitness seriously.",,58,557,631571,23,"""This is a chance to... help drive a positive and diverse change for a sport which does require it across the world, not just in Britain."" 

Alice Dearing tells CNN about her quest to be the first Black female swimmer to represent Britain at the Olympics. https://t.co/ZZDEWDqFOL",[]
1746,officialbantams,The official Twitter home of Bradford City Football Club | #BCAFC | #CityForAll,"Bradford, West Yorkshire",249,102841,57100,0,"📒 THE PARADER | Copies of our 1️⃣1️⃣th matchday programme of the 2020/21 campaign - which draws inspiration from a classic 1️⃣9️⃣7️⃣3️⃣ edition - are now available to purchase online! 

➡️ | Read: https://t.co/eLC33ckPQE 

🛒 | Shop: https://t.co/hKOjQ1PGcy 

#BCAFC | #CityForAll https://t.co/gi4Y93BfsT","['BCAFC', 'CityForAll']"
1747,Joy_wa_Afrika,"Don't let someone's opinion of you become your reality
BE BETTER, NOT BITTER
From Rage to Reconciliation 💞💕
U become the company u keep 
A human heart 4 peace",,593,614,61106,3,"Pakistan fast bowler Mohammad Amir announced his retirement from international cricket at the age of 28 on Thursday, claiming he could no longer play in an atmosphere where he did not feel welcome in the national team. https://t.co/RjTJsb2HTU",[]
1748,simplydankorji,"#Contractor (Building/Road)
#RealEstateDeveloper/Propertyspeculator",Owerri,239,140,19350,2,Update: Russia's four-year ban from all international sport over doping failures upheld by Court of Arbitration for Sport https://t.co/xERVnR8T9f https://t.co/rvzd9OBina,[]
1749,Greenracingnews,"The best news on zero emission racing, we cover @FIAFormulaE, @ExtremeELive, @Roborace, @E1Series, @ESC_live, Moto E & eRacing. Founded by @Latamobility",Barcelona,207,459,133,4,"Want to know how motorsport influences the creation of Airspeeder? 

Read 👉 https://t.co/UdRPA8YGzs to discover how the likes of #F1 pit stops &amp; the stunning scenery of Monaco helps shape our sport 🚀

#NewSport #eVTOL https://t.co/n3D22pzgKy",[]
1750,JazzKittenWendy,"#triplethreat ""Terrific pianist & singer"" Dave Gelly ☆☆☆☆ reviews by @observeruk @jazzjournal @jazzmann @kindofjazz @jazzviews @jazzwise @thesundaytimes","East Midlands, England",1866,2620,8847,0,"Submission to the Digital, Culture, Media and Sport Committee inquiry into the “The future of UK music festivals” on behalf of the All Party Parliamentary Jazz Appreciation Group https://t.co/WkECUFBGCI",[]
1751,JazzKittenWendy,"#triplethreat ""Terrific pianist & singer"" Dave Gelly ☆☆☆☆ reviews by @observeruk @jazzjournal @jazzmann @kindofjazz @jazzviews @jazzwise @thesundaytimes","East Midlands, England",1866,2620,8847,3,"Submission to the Digital, Culture, Media and Sport Committee inquiry into the “Economics of music streaming” on behalf of the All Party Parliamentary Jazz Appreciation Group. https://t.co/HlK4Ll7cQa",[]
1752,Romaine55,🎾🤼‍♀️,Jamaica,912,4869,99411,0,Entertainment News: Sam Allardyce: New West Brom boss counting on inst... https://t.co/P8yAWUnpV0 #football #Fifa #sport,"['football', 'Fifa', 'sport']"
1753,caiomiguelbfr,@Botafogo,"Niterói, Brasil",291,126,537,26,"Marivaldo, torcedor do Sport, vence Fifa Fan Award 2020 https://t.co/oJHT4JGjNS",[]
1754,ohemaadufiegh,"Manchester United Football club
#exo #chanbaek #baekhyun #chanyeol #찬열 #백현이 #엑소 #찬백","Kumasi, Ghana",881,1389,219898,26,"Russia's ban from major international sporting events has been halved by the Court of Arbitration for Sport (CAS), but the country will still not be represented at next year's Olympics or the 2022 FIFA World Cup. https://t.co/pQhpXtjYf4",[]
